,name,link,city,medias,styles
482,CHÂTEAU SAINT HILAIRE,https://shotgun.live/fr/venues/chateau-saint-hilaire,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/chateausainthilaire'}, {'Facebook': 'https://www.facebook.com/chateausainthilaire'}","DISCO HOUSE, POP, VARIÉTÉ FRANÇAISE, HOUSE, CLUB, DISCO, DANCE, ELECTRO HOUSE"
483,Shotgun lab,https://shotgun.live/fr/venues/shotgun-lab,Martinique,"{'Spotify': 'https://open.spotify.com/user/bcyeq541kbgzp0yhd949c3yk9'}, {'X': 'https://x.com/waellec'}",
484,Biches,https://shotgun.live/fr/venues/biches,Rai,"{'Instagram': 'https://www.instagram.com/biches_festival'}, {'Spotify': 'https://open.spotify.com/user/n9fa6ts74h3bs963kxol9le6u'}, {'YouTube': 'https://www.youtube.com/@bichesfestival'}, {'Facebook': 'https://www.facebook.com/bichesfestival'}","POP, ELECTRO, HOUSE, INDIE DANCE, POP ROCK, POST-PUNK"
485,HAPPY RAVE,https://shotgun.live/fr/venues/happy-rave,Avignon,"{'Instagram': 'https://www.instagram.com/happyrave_'}, {'SoundCloud': 'https://soundcloud.com/bad-monday-869732064'}, {'Facebook': 'https://www.facebook.com/168Rc58dm'}","HARDCORE, HARD TECHNO, INDUSTRIAL, TRANCE, HARD GROOVE, HARD TRANCE, HARDTEK, TECHNO, ACID TECHNO, PSYTRANCE, HOUSE, DEEP TECH, TECH HOUSE"
486,Six Brotteaux,https://shotgun.live/fr/venues/six-brotteaux,Lyon,"{'Instagram': 'https://www.instagram.com/six.brotteaux'}, {'Facebook': 'https://www.facebook.com/SIX%20Brotteaux'}","MELODIC HOUSE & TECHNO, TECH HOUSE, HOUSE, MINIMAL HOUSE, RAP, HIP HOP, AFRO HOUSE, DEEP TECH, DEEP HOUSE, DISCO HOUSE, DISCO, ELECTRO HOUSE"
487,Cagole Nomade,https://shotgun.live/fr/venues/cagole-nomade,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/cagolenomade'}, {'Facebook': 'https://www.facebook.com/768485631294023'}","AFROBEAT, SHATTA, HYPERPOP, JERSEY CLUB, DANCEHALL, AFRO HOUSE, R&B, EURODANCE, BAILE FUNK, POP, HIP HOP, CLUB, AFRO, POP ROCK, REGGAETON"
488,deepevents,https://shotgun.live/fr/venues/deepevents,Paris,"{'Instagram': 'https://www.instagram.com/deepeventsdream'}, {'Facebook': 'https://www.facebook.com/deepeventsdream'}","ELECTRO, DEEP HOUSE, ELECTRO HOUSE, TRANCE, PROGRESSIVE TRANCE, TECHNO, MELODIC HOUSE & TECHNO"
489,Desert Land,https://shotgun.live/fr/venues/marceau-duprez,Lille,"{'Instagram': 'https://www.instagram.com/desertlandfestival'}, {'SoundCloud': 'https://soundcloud.com/desert-land'}, {'Facebook': 'https://www.facebook.com/desertland'}","ELECTRO, BASS, MINIMAL HOUSE, HOUSE, PROGRESSIVE HOUSE, UK GARAGE, PROGRESSIVE TRANCE, TRIBAL HOUSE, TECHNO, TRANCE"
490,Les Briques Rouges Festival,https://shotgun.live/fr/venues/les-briques-rouges-fes,Lille,"{'Instagram': 'https://www.instagram.com/lbr_festival'}, {'Spotify': 'https://open.spotify.com/user/31we74gxfb543h5tomppwk4ydq2q'}, {'YouTube': 'https://www.youtube.com/@@lesbriquesrougesfestival'}, {'TikTok': 'https://www.tiktok.com/@lbr_festival'}","HOUSE, TECHNO, ELECTRO"
491,La Fièvre ??,https://shotgun.live/fr/venues/la-fievre,Grenoble,"{'Instagram': 'https://www.instagram.com/lafievre.officiel'}, {'YouTube': 'https://www.youtube.com/@@LaFievre.culture'}, {'TikTok': 'https://www.tiktok.com/@lafievre.officiel'}, {'Facebook': 'https://www.facebook.com/lafievre.officiel'}","R&B, HIP HOP, HOUSE, RAP"
492,Lumia,https://shotgun.live/fr/venues/lumia,Paris,"{'Instagram': 'https://www.instagram.com/lumia.wav'}, {'YouTube': 'https://www.youtube.com/@@lumia.wav-music'}, {'TikTok': 'https://www.tiktok.com/@lumia.wav'}","UK GARAGE, HOUSE, DRUM & BASS, BREAKBEAT, BASS, ELECTRO"
493,Kwartz Club Beach,https://shotgun.live/fr/venues/kwartz-club-beach,Saint Aygulf,"{'Instagram': 'https://www.instagram.com/kwartzclubbeach'}, {'Facebook': 'https://www.facebook.com/kwartzclubbeach'}","TECH HOUSE, HOUSE, MINIMAL HOUSE, PROGRESSIVE HOUSE, MELODIC HOUSE & TECHNO, DEEP TECHNO, DRUM & BASS, DETROIT TECHNO, TECHNO, MINIMAL TECHNO, HARD TRANCE, AFRO HOUSE, TRANCE, DISCO HOUSE, ELECTRO, NEORAVE, HARD TECHNO, BREAKBEAT, HYPNOTIC TECHNO, DEEP HOUSE, DEEP TECH"
494,HARDBASS,https://shotgun.live/fr/venues/hardbass,Sens,{'Instagram': 'https://www.instagram.com/_.hardbass._'},"TECHNO, HARD TECHNO, HARDCORE, ACID TECHNO, TECH HOUSE, INDUSTRIAL, INDUSTRIAL TECHNO"
495,La Pépinière,https://shotgun.live/fr/venues/la-pepiniere,Paris,{'Instagram': 'https://www.instagram.com/lapepiniere.music'},"TRANCE, TECHNO, AMBIENT, HOUSE, UK GARAGE, BASS, GHETTOTECH, BREAKBEAT, ACID TECHNO, ITALO DISCO"
496,FUZED,https://shotgun.live/fr/venues/fuzed,Paris,{'Instagram': 'https://www.instagram.com/tributeparis_'},"TECH HOUSE, MELODIC HOUSE & TECHNO, PROGRESSIVE HOUSE, DEEP HOUSE, TECHNO, INDIE DANCE, HOUSE, AFRO HOUSE"
497,Babour Sauvage,https://shotgun.live/fr/venues/babour-sauvage,Paris,{'Instagram': 'https://www.instagram.com/babour.sauvage'},"POP, POP ROCK, JAZZ, HOUSE, ELECTRO, TECHNO, LATIN HOUSE, SALSA, SOUL, BLUES, CUMBIA, REGGAETON, AFRO, ROCK, BRAZILIAN, SAMBA, DEEP HOUSE, ELECTRO HOUSE, AFRO HOUSE"
498,Inertie,https://shotgun.live/fr/venues/inertie,Angers,"{'Instagram': 'https://www.instagram.com/inertie_collectif'}, {'SoundCloud': 'https://soundcloud.com/inertiecollectif'}, {'Facebook': 'https://www.facebook.com/profile.php'}","HARD TECHNO, HARDCORE, TECHNO, HARD TRANCE, TRANCE, ACID TECHNO, HOUSE, PSYTRANCE"
499,Hard Civilization,https://shotgun.live/fr/venues/hard-civilization,Lyon,"{'Instagram': 'https://www.instagram.com/hard_civilization'}, {'Facebook': 'https://www.facebook.com/hardcivilization'}","HARD TECHNO, FRENCHCORE, HARDCORE, ACID TECHNO, TECHNO, HARDSTYLE"
500,Rooftop - 10ème Ciel,https://shotgun.live/fr/venues/rooftop-10-eme-ciel,Paris,{'Instagram': 'https://www.instagram.com/10emeciel'},"HOUSE, ELECTRO HOUSE, POP, ELECTRO, AFRO HOUSE, DANCE"
501,Nowadays Records,https://shotgun.live/fr/venues/nowadays-records,Paris,"{'Instagram': 'https://www.instagram.com/nowadaysrecords'}, {'SoundCloud': 'https://soundcloud.com/nowadays-records'}, {'Spotify': 'https://open.spotify.com/user/nowadaysrecords'}, {'YouTube': 'https://www.youtube.com/@nowadaysrecords'}, {'TikTok': 'https://www.tiktok.com/@nowadaysrecords'}, {'Facebook': 'https://www.facebook.com/nowadaysrecords'}","ELECTRO, ELECTRO HOUSE, HOUSE, UK GARAGE, BASS HOUSE, DEEP HOUSE, AFRO, TECHNO, BREAKBEAT, TECH HOUSE, BAILE FUNK, HIP HOP, AFROBEAT, ELECTRONICA"
502,Ascension,https://shotgun.live/fr/venues/ascension,Paris,{'Instagram': 'https://www.instagram.com/ascension.tech'},"PROGRESSIVE TRANCE, HARD TRANCE, TECHNO, HARD GROOVE, HYPNOTIC TECHNO, HARD TECHNO, HARDCORE, GABBER, TRANCE, TECH HOUSE, HOUSE, GERMAN TECHNO, GARAGE, ACID TECHNO, INDUSTRIAL TECHNO, DEEP TECHNO"
503,Le Papa Cabane,https://shotgun.live/fr/venues/le-papa-cabane,Paris,"{'Instagram': 'https://www.instagram.com/lepapacabane'}, {'Facebook': 'https://www.facebook.com/lepapacabane'}","HOUSE, ELECTRO, MINIMAL HOUSE, SOUL, R&B, TRAP, DISCO HOUSE, DEEP HOUSE, TECH HOUSE, AFRO HOUSE, TECHNO, ACID HOUSE, MICRO HOUSE, ELECTRO HOUSE, PROGRESSIVE HOUSE, DISCO"
504,LES NUITS SECRETES,https://shotgun.live/fr/venues/les-nuits-secretes,Lille,"{'Instagram': 'https://www.instagram.com/hl=fr'}, {'Facebook': 'https://www.facebook.com/festivalnuitssecretes'}","CLUB, RAP, ELECTRO, POP, POP ROCK"
505,Tape du Pied,https://shotgun.live/fr/venues/tape-du-pied,Paris,"{'Instagram': 'https://www.instagram.com/tapedupied_tdp'}, {'Facebook': 'https://www.facebook.com/tapedupied'}","TECH HOUSE, HARD TECHNO, HARD TRANCE, HARD GROOVE, TECHNO, TRANCE"
506,Les Nuits Carrées,https://shotgun.live/fr/venues/les-nuits-carrees,Antibes,"{'Instagram': 'https://www.instagram.com/nuitscarrees'}, {'YouTube': 'https://www.youtube.com/@@LesNuitsCarrees'}, {'X': 'https://x.com/nuitscarrees'}, {'Facebook': 'https://www.facebook.com/lesnuitscarrees'}","HIP HOP, RAP, ELECTRO, POP"
507,HYPEMADA,https://shotgun.live/fr/venues/hypemada,Paris,"{'Instagram': 'https://www.instagram.com/hypemada'}, {'Spotify': 'https://open.spotify.com/user/l8g7kla2s8eaw0am4wfk6zvf7'}, {'YouTube': 'https://www.youtube.com/@@hypemada7524'}, {'TikTok': 'https://www.tiktok.com/@hypemada'}, {'X': 'https://x.com/hypemada'}, {'Facebook': 'https://www.facebook.com/hypemada'}","DANCEHALL, R&B, AFROBEAT, HIP HOP, AFRO, BAILE FUNK, DISCO HOUSE, DANCE"
508,La Zintrie,https://shotgun.live/fr/venues/la-zintrie,Nancy,"{'Instagram': 'https://www.instagram.com/lazintrie'}, {'SoundCloud': 'https://soundcloud.com/l.php'}, {'Facebook': 'https://www.facebook.com/lazintrie'}","TECHNO, HARD GROOVE, HOUSE, ELECTRO, DEEP HOUSE, BREAKBEAT, TRANCE, UK GARAGE, HARD TECHNO, GHETTOTECH, ELECTRO HOUSE, DEEP TECH"
509,Céleste Paris,https://shotgun.live/fr/venues/celeste-paris,Paris,{'Instagram': 'https://www.instagram.com/celesteparis.fr'},"ELECTRO, ELECTRO HOUSE, DEEP TECH, HOUSE, DEEP HOUSE, ITALO DISCO, DISCO HOUSE, ACID HOUSE, MICRO HOUSE, TECHNO, TECH HOUSE"
510,POUR QUE MARSEILLE VIVE,https://shotgun.live/fr/venues/tanguy-valery,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/pourquemarseillevive'}, {'TikTok': 'https://www.tiktok.com/@pourquemarseillevive'}, {'Facebook': 'https://www.facebook.com/pourquemarseillevive'}","DISCO, TECH HOUSE, HOUSE, ITALO DISCO, BASS HOUSE, MELODIC HOUSE & TECHNO, ACID HOUSE, INDIE DANCE, TECHNO, DISCO HOUSE, DEEP HOUSE, TRIBAL HOUSE"
511,Obscuria,https://shotgun.live/fr/venues/obscuria,Paris,"{'Instagram': 'https://www.instagram.com/obscuria_off'}, {'SoundCloud': 'https://soundcloud.com/Dch8q'}, {'Facebook': 'https://www.facebook.com/profile.php'}","ACID TECHNO, HARD TECHNO, HARDTEK, ACIDCORE, TECHNO, TRANCE, HARD TRANCE, MELODIC HOUSE & TECHNO, DISCO, TECH HOUSE, INDUSTRIAL, HARD GROOVE"
512,TOYZ,https://shotgun.live/fr/venues/toyz,Paris,{'Instagram': 'https://www.instagram.com/toyz.paris'},"ACID HOUSE, DISCO HOUSE, HOUSE, TECHNO, TECH HOUSE, DEEP TECH, ELECTRO, ACID TECHNO, GERMAN TECHNO, MINIMAL TECHNO"
513,Festival Eucalyptus,https://shotgun.live/fr/venues/festival-eucalyptus,Vannes,"{'Instagram': 'https://www.instagram.com/chant_eucalyptus'}, {'Facebook': 'https://www.facebook.com/chantdeleucalyptus'}","RAP, DUB, REGGAE, TRANCE, AFROBEAT, CUMBIA, TECHNO"
514,PLAT/FORM,https://shotgun.live/fr/venues/plat-form,Paris,{'Instagram': 'https://www.instagram.com/plat.form.paris'},"DEEP HOUSE, HOUSE, ELECTRO, MICRO HOUSE, DISCO, ITALO DISCO, DISCO HOUSE, TECH HOUSE, AFRO HOUSE, UK GARAGE, FUNK, ACID HOUSE, DRUM & BASS, POP, HIP HOP, INDIE DANCE, AFROBEAT, SOUL, JAZZ"
515,SLAMA,https://shotgun.live/fr/venues/slama-friends,Paris,"{'Instagram': 'https://www.instagram.com/slama_ruben'}, {'SoundCloud': 'https://soundcloud.com/slama_ruben'}, {'TikTok': 'https://www.tiktok.com/@slama_ruben'}","AFRO HOUSE, DEEP HOUSE, HOUSE, TECH HOUSE, DEEP TECH, DEEP TECHNO"
516,Fluctuart centre d’art urbain,https://shotgun.live/fr/venues/fluctuart-centre-d-art-urbain,Paris,,"HOUSE, DISCO HOUSE, ELECTRO, POP, FUNK, HIP HOP, SALSA, REGGAETON, DISCO, AFRO HOUSE, ELECTRO HOUSE, UK GARAGE, DANCE, CUMBIA, AFROBEAT, TECH HOUSE, TECHNO, AFRO, BRAZILIAN, R&B, CLUB, REGGAE"
517,Tree of Ténéré,https://shotgun.live/fr/venues/tree-of-tenere,Paris,"{'Instagram': 'https://www.instagram.com/treeoftenere'}, {'Facebook': 'https://www.facebook.com/treeoft'}","DEEP HOUSE, ELECTRONICA, AFRO HOUSE, MELODIC HOUSE & TECHNO, DOWNTEMPO, TECH HOUSE, HOUSE, TECHNO"
518,Kea production,https://shotgun.live/fr/venues/kea-production,Paris,{'Instagram': 'https://www.instagram.com/kea.production'},"DISCO HOUSE, DEEP HOUSE, HOUSE, AFRO HOUSE, TECH HOUSE, MELODIC HOUSE & TECHNO"
519,lavoyagerieparisienne,https://shotgun.live/fr/venues/lavoyagerieparisienne,Paris,"{'Instagram': 'https://www.instagram.com/la_voyagerie_parisienne'}, {'Facebook': 'https://www.facebook.com/lavoyagerieparisienne'}","HOUSE, POP, CLUB, REGGAETON, HIP HOP, DISCO, R&B"
520,Bi:pole,https://shotgun.live/fr/venues/bi-pole,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/bipole_prod'}, {'SoundCloud': 'https://soundcloud.com/bi-pole-1'}, {'Facebook': 'https://www.facebook.com/BiPoleProd'}","HOUSE, FUNK, TECHNO, AFRO, PUNK, DUB, POP, ELECTRO, DUB TECHNO, REGGAE, HYPERPOP, TRANCE, POST-PUNK, UK GARAGE, BASS, EXPERIMENTAL, REGGAETON, DRUM & BASS, JUNGLE, SOUL, BREAKBEAT, ACID HOUSE"
521,FALSE,https://shotgun.live/fr/venues/feu-d-artifice,Paris,"{'Instagram': 'https://www.instagram.com/false.officiel'}, {'Facebook': 'https://www.facebook.com/q=feu%20d%27artifice'}","ITALO DISCO, FUNK, DISCO HOUSE, DISCO, PROGRESSIVE HOUSE, HOUSE, HARD GROOVE, TECHNO, HARD TECHNO, TRANCE, DEEP HOUSE, PSYTRANCE, TECH HOUSE, MINIMAL HOUSE, INDUSTRIAL, ACID TECHNO"
522,La Javelle,https://shotgun.live/fr/venues/la-javelle,Paris,"{'Instagram': 'https://www.instagram.com/lajavelle'}, {'Facebook': 'https://www.facebook.com/lajavelleguinguette'}","ROCK, ITALO DISCO, DISCO, FUNK, CUMBIA, SALSA, BAILE FUNK, HIP HOP, DANCEHALL, R&B, GHETTOTECH, FOLK, JAZZ, POP, HOUSE, AFRO, SHATTA, SAMBA, ELECTRO, COUNTRY, AFROBEAT"
523,la kompet,https://shotgun.live/fr/venues/la-kompet,Paris,"{'Instagram': 'https://www.instagram.com/la_kompet'}, {'TikTok': 'https://www.tiktok.com/@asleenlaure'}",
524,WataVibes,https://shotgun.live/fr/venues/wata-vibes,Lille,{'Instagram': 'https://www.instagram.com/Watavibes'},"BAILE FUNK, AFRO, DANCEHALL, AFROBEAT, AMAPIANO, R&B, HIP HOP, TRAP, AFRO HOUSE, RAP, DRILL"
525,Les Ratz,https://shotgun.live/fr/venues/les-ratz,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/ratz.wav'}, {'SoundCloud': 'https://soundcloud.com/ratz-wav'}","PROGRESSIVE HOUSE, HOUSE, TECH HOUSE, MINIMAL HOUSE, TECHNO, TRANCE, ACID HOUSE, ELECTRO HOUSE, ELECTRO, BREAKBEAT"
526,Relativ,https://shotgun.live/fr/venues/relativ,Paris,"{'Instagram': 'https://www.instagram.com/__relativ'}, {'Facebook': 'https://www.facebook.com/relativparis'}","DEEP TECH, MINIMAL HOUSE, ELECTRO, HOUSE"
527,CLUB ARMOR,https://shotgun.live/fr/venues/club-armor,Paris,"{'Instagram': 'https://www.instagram.com/club.armor'}, {'SoundCloud': 'https://soundcloud.com/club-armor'}, {'TikTok': 'https://www.tiktok.com/@club.armor'}","DISCO HOUSE, DISCO, HOUSE, AFRO HOUSE, ELECTRO, ROCK, POP ROCK, PROGRESSIVE HOUSE, MELODIC HOUSE & TECHNO, TECH HOUSE, DEEP HOUSE, TECHNO, ITALO DISCO"
528,Skywalker Paris,https://shotgun.live/fr/venues/skywalker-paris,Paris,{'Instagram': 'https://www.instagram.com/skywalkerparis__'},"RAP, TRAP, EURODANCE, HIP HOP, HOUSE, AFRO HOUSE, R&B, ELECTRO HOUSE, ELECTRO, UK GARAGE, AFRO, AFROBEAT"
529,Talking Machines,https://shotgun.live/fr/venues/talking-machines,Paris,,"TECHNO, TRANCE, HARD GROOVE, HARD TRANCE, HARDTEK, ACIDCORE, HARD TECHNO, ELECTRO, HOUSE, DRUM & BASS"
530,Gärten on the Beach,https://shotgun.live/fr/venues/garten-on-the-beach,Le Havre,"{'Instagram': 'https://www.instagram.com/garten_onthebeach'}, {'TikTok': 'https://www.tiktok.com/@garten_off'}, {'Facebook': 'https://www.facebook.com/lagartenparty'}","HOUSE, DEEP HOUSE, DISCO HOUSE, AFRO HOUSE"
531,Osmose,https://shotgun.live/fr/venues/osmose-1,Ambarès-Et-Lagrave,"{'Instagram': 'https://www.instagram.com/osmosefest'}, {'TikTok': 'https://www.tiktok.com/@osmosefest'}, {'Facebook': 'https://www.facebook.com/osmosefest'}","DEEP HOUSE, DISCO HOUSE, TECHNO, HOUSE, HARD TECHNO, ELECTRO, MELODIC HOUSE & TECHNO"
532,Kevin LS,https://shotgun.live/fr/venues/kevin-ls,Paris,,"ELECTRO, HOUSE, MELODIC HOUSE & TECHNO, DISCO HOUSE, TRIBAL HOUSE, ACID HOUSE, TECHNO, AFRO HOUSE, TECH HOUSE, DEEP HOUSE, EDM, SOUL, FUNK, JAZZ, CHICAGO HOUSE, AFRO, DISCO, MINIMAL HOUSE, ITALO DISCO, UK GARAGE"
533,resonance,https://shotgun.live/fr/venues/resonance,Biarritz,"{'Instagram': 'https://www.instagram.com/resonance.euskadi'}, {'SoundCloud': 'https://soundcloud.com/resonance-euskadi'}, {'Facebook': 'https://www.facebook.com/Resonance.Euskadi'}","TRANCE, HOUSE, TECHNO, HARD TRANCE, HARD TECHNO, HARD GROOVE, ACID TECHNO"
534,Terre Terre,https://shotgun.live/fr/venues/terre-terre,Aubervilliers,"{'Instagram': 'https://www.instagram.com/auterreterre'}, {'Facebook': 'https://www.facebook.com/auterreterre'}","TECHNO, ROCK, INDIE ROCK, REGGAE, AFRO, SAMBA, BRAZILIAN, BOSSA NOVA, JAZZ, ELECTRO, HOUSE, DUB, RAP, DISCO HOUSE, DISCO, AMBIENT, PSYCHEDELIC ROCK"
535,ESPRIT FESTIVAL,https://shotgun.live/fr/venues/espritfestival,Côte D'Azur,"{'Instagram': 'https://www.instagram.com/espritfestival'}, {'YouTube': 'https://www.youtube.com/@@vilprodagency'}, {'TikTok': 'https://www.tiktok.com/@espritfestival'}, {'Facebook': 'https://www.facebook.com/espritfestivalofficiel'}","HARDSTYLE, HARDCORE, FRENCHCORE, HARD TECHNO, TECHNO, AFRO HOUSE, TECH HOUSE, MELODIC HOUSE & TECHNO, HOUSE, ELECTRO, EDM"
536,Unknownfest,https://shotgun.live/fr/venues/unknownfest,Rennes,"{'Instagram': 'https://www.instagram.com/unknownfest'}, {'TikTok': 'https://www.tiktok.com/@unknownfest'}","RAP, SHATTA, ELECTRO, BAILE FUNK, HIP HOP, TRAP, HOUSE, AFRO, R&B"
537,SALSANUEVA,https://shotgun.live/fr/venues/salsanueva,Paris,"{'Instagram': 'https://www.instagram.com/salsanuevaparis'}, {'YouTube': 'https://www.youtube.com/@salsanueva'}, {'TikTok': 'https://www.tiktok.com/@salsanuevaparis'}, {'Facebook': 'https://www.facebook.com/SalsaNuevaParis'}",SALSA
538,LA MURISSERIE,https://shotgun.live/fr/venues/la-murisserie,Marseille,{'Instagram': 'https://www.instagram.com/la_murisserie_'},"HOUSE, BASS, TECHNO, HIP HOP, HARD TECHNO, CLUB, JUNGLE, REGGAETON, AFROBEAT, GRIME, MICRO HOUSE, GHETTOTECH, DISCO HOUSE, ELECTRO, ELECTRO HOUSE, UK GARAGE, ACID HOUSE, IDM, AMBIENT, EXPERIMENTAL, TRAP, AFRO HOUSE, AFRO, DUBSTEP, BAILE FUNK, BRAZILIAN, BREAKBEAT, DEEP TECHNO, MINIMAL HOUSE"
539,TTC,https://shotgun.live/fr/venues/ttc,Toulouse,"{'Instagram': 'https://www.instagram.com/ttc.events'}, {'SoundCloud': 'https://soundcloud.com/technos-children'}, {'TikTok': 'https://www.tiktok.com/@ttcevents'}, {'Facebook': 'https://www.facebook.com/1039674796237546'}","HARD GROOVE, HYPNOTIC TECHNO, ACID TECHNO, NEORAVE, HARD TECHNO, TECHNO"
540,Manray by Insomniae,https://shotgun.live/fr/venues/manray-by-insomniae,Marseille,"{'Instagram': 'https://www.instagram.com/manray_by_insomniae'}, {'Facebook': 'https://www.facebook.com/insomniaeEvents'}","SHATTA, BOUYON, DANCEHALL, REGGAETON, LATIN HOUSE, ALTERNATIVE DANCE, R&B, RAP, HOUSE, TECH HOUSE, AFROBEAT, DANCE, POP, AMAPIANO, BAILE FUNK, AFRO HOUSE, FUNK, ACID TECHNO, TRIBE, BREAKCORE, TECHNO, BRAZILIAN, HARD TECHNO, DRUM & BASS, AFRO, JERSEY CLUB, MELODIC HOUSE & TECHNO, PSYTRANCE, ELECTRO, GERMAN TECHNO, DISCO HOUSE, TRIBAL HOUSE"
541,Karbonmusik,https://shotgun.live/fr/venues/karbonmusik,Paris,"{'Instagram': 'https://www.instagram.com/karbonmusik'}, {'SoundCloud': 'https://soundcloud.com/karbonmusikofficial'}, {'Facebook': 'https://www.facebook.com/Karbonmusik'}","AFRO HOUSE, HOUSE, DEEP HOUSE, ELECTRO, CLUB, AFRO, DANCE, DISCO HOUSE"
542,Pata Negra Loves U,https://shotgun.live/fr/venues/pata-negra-loves-u,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/patanegra_loves_u'}, {'SoundCloud': 'https://soundcloud.com/patanegralovesu'}, {'Facebook': 'https://www.facebook.com/id=100074228241851'}","AMBIENT, TRIBE, EXPERIMENTAL, BASS, DUB, UK GARAGE, JUNGLE, HARD TECHNO, DANCEHALL, RIDDIM, BAILE FUNK, CLUB, RAP, JERSEY CLUB, ACID HOUSE, MIAMI BASS, ELECTRO, HOUSE, HARD GROOVE, DRUM & BASS, TRANCE, TECHNO, BREAKBEAT, POP, HIP HOP, AFROBEAT, GHETTOTECH"
543,Seine Dub Club,https://shotgun.live/fr/venues/seine-dub-club,Paris,"{'Instagram': 'https://www.instagram.com/upliftsessions'}, {'Facebook': 'https://www.facebook.com/profile.php'}","ELECTRONICA, REGGAE, DUBSTEP, DUB, ELECTRO, DRUM & BASS"
544,MISANTROPICAL,https://shotgun.live/fr/venues/misantropical,Paris,"{'Instagram': 'https://www.instagram.com/misanxtropical'}, {'SoundCloud': 'https://soundcloud.com/misanxtropical'}, {'YouTube': 'https://www.youtube.com/@misanxtropical'}","BASS, REGGAETON, ELECTRO, DANCEHALL, CUMBIA, CLUB, BAILE FUNK, TRIBAL HOUSE, BREAKCORE, EXPERIMENTAL"
545,SESSIONS,https://shotgun.live/fr/venues/sessions,Paris,"{'Instagram': 'https://www.instagram.com/sessions.online'}, {'TikTok': 'https://www.tiktok.com/@sessions.online'}","RAP, POP, FRENCHCORE, R&B, AFRO, AFRO HOUSE, HOUSE, HIP HOP"
546,ELEKTRIC BAZAAR,https://shotgun.live/fr/venues/elektric-bazaar,Paris,{'Instagram': 'https://www.instagram.com/elektricbazaar'},"ELECTRO, HOUSE, TECHNO, DOWNTEMPO, INDIE DANCE, NEW WAVE, ACID TECHNO, ITALO DISCO, DISCO HOUSE"
547,Fédération des Étudiants IÉSEG,https://shotgun.live/fr/venues/federation-des-etudiants-ieseg,Paris,{'Instagram': 'https://www.instagram.com/arise.festival'},"HOUSE, TECHNO, AFRO HOUSE"
548,Fiesta Beach Club by Bambusa,https://shotgun.live/fr/venues/fiesta-beach-club,Saint Aygulf,"{'Instagram': 'https://www.instagram.com/fiesta_beachclub'}, {'TikTok': 'https://www.tiktok.com/@fiestabeachclub'}, {'Facebook': 'https://www.facebook.com/profile.php'}","RAP, TRAP, HOUSE, ELECTRO HOUSE, AFRO HOUSE, MELODIC HOUSE & TECHNO, TECHNO, AFRO, AFROBEAT, R&B, BAILE FUNK"
549,wearevents,https://shotgun.live/fr/venues/wearevents,Paris,,"HIP HOP, HOUSE, RAP, REGGAETON, TRAP, DEEP HOUSE, AFRO HOUSE, EDM, POP, R&B"
550,Solar Festival,https://shotgun.live/fr/venues/solar-festival,Montpellier,"{'Instagram': 'https://www.instagram.com/thesolarfestival'}, {'Spotify': 'https://open.spotify.com/user/314dnjhh7ku6hkdf6zg7gqnhhtgi'}, {'Facebook': 'https://www.facebook.com/solarfestival'}","TECH HOUSE, HOUSE, TECHNO, DISCO HOUSE, EDM, AFRO HOUSE"
551,Azur Music Festival,https://shotgun.live/fr/venues/azur-music-festival,La Crau,"{'Instagram': 'https://www.instagram.com/azurmusicfestival'}, {'Spotify': 'https://open.spotify.com/user/floman83'}, {'YouTube': 'https://www.youtube.com/@@AzurMusicFestival'}, {'TikTok': 'https://www.tiktok.com/@azurmusicfestival'}, {'X': 'https://x.com/azur_mf'}, {'Facebook': 'https://www.facebook.com/azurmusicfestival'}","ELECTRO HOUSE, AFRO HOUSE, MELODIC HOUSE & TECHNO, TECH HOUSE, HOUSE"
552,AVALANCHE SOUNDSYSTEM,https://shotgun.live/fr/venues/avalanche-soundsystem,Paris,"{'Instagram': 'https://www.instagram.com/avalanche.paris'}, {'SoundCloud': 'https://soundcloud.com/mimofestival'}, {'Facebook': 'https://www.facebook.com/avalanchessystem'}","HOUSE, TECHNO, ELECTRO, MINIMAL HOUSE, PROGRESSIVE TRANCE, DEEP HOUSE, TECH HOUSE, ITALO DISCO"
553,CrashCore,https://shotgun.live/fr/venues/crash-core,Bordeaux,"{'Instagram': 'https://www.instagram.com/collectif.crashcore'}, {'Facebook': 'https://www.facebook.com/profile.php'}","FRENCHCORE, RAP, HARDCORE, GABBER"
554,Babylonia,https://shotgun.live/fr/venues/babylonia,Montpellier,"{'Instagram': 'https://www.instagram.com/babylonia.ofc'}, {'SoundCloud': 'https://soundcloud.com/E72WhPpgx5AUf6eG9'}, {'Facebook': 'https://www.facebook.com/18Ty4FAE2R'}","AFRO HOUSE, HOUSE, TECHNO, TECH HOUSE, INDIE DANCE, MELODIC HOUSE & TECHNO, DEEP HOUSE"
555,Bass Project,https://shotgun.live/fr/venues/bass-project,Montpellier,"{'Instagram': 'https://www.instagram.com/bass.project'}, {'Facebook': 'https://www.facebook.com/bassprojectmtp'}","ELECTRO, DUBSTEP, DRUM & BASS, RIDDIM, BASS"
